field_id,state,year,Area,scalar_difference,state_annual_yield,Annual_Yield,n_in_season_fortnights
1.0,Texas,2019,26.514191151980175,0.31370907410210874,33.8,1177.3193525985957,12
1.0,Texas,2021,26.514191151980175,0.08889568998860584,30.9,892.1197236897899,11
1.0,Texas,2022,26.514191151980175,0.082517466103434,22.6,648.6668954886949,14
2.0,Texas,2019,0.4456143811377161,-0.2312016742191475,33.8,11.579460547494083,11
2.0,Texas,2021,0.4456143811377161,0.08508091787958542,30.9,14.941004746692423,11
2.0,Texas,2022,0.4456143811377161,0.15656341701183063,22.6,11.647617183792432,14
3.0,Texas,2019,0.6684281698619035,0.0699602273047011,33.8,24.173474611805993,13
3.0,Texas,2021,0.6684281698619035,-0.027029626602009537,30.9,20.09614890602639,11
3.0,Texas,2022,0.6684281698619035,0.03709603039100032,22.6,15.666866955375813,14
4.0,Texas,2019,0.668427954434238,-0.08915615442089903,33.8,20.578571911619523,14
4.0,Texas,2021,0.668427954434238,0.1285781078336365,30.9,23.310130521589663,11
4.0,Texas,2022,0.668427954434238,0.16310200388722443,22.6,17.570367587601435,14
5.0,Texas,2019,3.5649418388421306,-0.007918255673496414,33.8,119.54092366505495,13
5.0,Texas,2021,3.5649418388421306,0.018102365930538187,30.9,112.15079976437502,11
5.0,Texas,2022,3.5649418388421306,0.14128762363469666,22.6,91.95090239204573,14
6.0,Texas,2019,0.2228038205647488,-0.04284775232693425,33.8,7.208092604356915,13
6.0,Texas,2021,0.2228038205647488,0.046990800678088376,30.9,7.208152710055205,11
6.0,Texas,2022,0.2228038205647488,-0.02806667998439729,22.6,4.894040328960646,14
7.0,Texas,2019,0.2228098001815456,-0.036807786376711,33.8,7.253772865299305,13
7.0,Texas,2021,0.2228098001815456,-0.01751875281756103,30.9,6.764209316335199,10
7.0,Texas,2022,0.2228098001815456,0.19195203727994625,22.6,6.002076252702681,14
8.0,Texas,2019,0.2228098454179167,-0.16083944142888923,33.8,6.319695320558214,13
8.0,Texas,2021,0.2228098454179167,-0.14619872934141154,30.9,5.878271670211584,10
8.0,Texas,2022,0.2228098454179167,0.11606086335914208,22.6,5.619927274790039,14
9.0,Texas,2019,0.6684114545400228,0.03957552751622802,33.8,23.48640963725507,13
9.0,Texas,2021,0.6684114545400228,0.04503510404944557,30.9,21.58406510884099,11
9.0,Texas,2022,0.6684114545400228,0.00995800042614842,22.6,15.256525411615351,14
10.0,Texas,2019,1.336825152117072,0.1337373424955148,33.8,51.22757052257215,13
10.0,Texas,2021,1.336825152117072,0.11975614227341981,30.9,46.25477161456653,11
10.0,Texas,2022,1.336825152117072,-0.02897694405645224,22.6,29.336789805042734,14
11.0,Texas,2019,7.352727616663518,-0.21256234896662285,33.8,195.69573223459713,14
11.0,Texas,2021,7.352727616663518,-0.05230389354955672,30.9,215.3158762237723,11
11.0,Texas,2022,7.352727616663518,0.13529466710118154,22.6,188.6537814117122,14
12.0,Texas,2019,6.907102521351577,-0.07370528488947053,33.8,216.25282460420473,14
12.0,Texas,2021,6.907102521351577,0.06160130886932622,30.9,226.577002484289,10
12.0,Texas,2022,6.907102521351577,0.1534482826464835,22.6,180.05387323374552,14
13.0,Texas,2019,0.4456076730917048,0.009522227757785932,33.8,15.204958758577934,13
13.0,Texas,2021,0.4456076730917048,-0.026826830999277445,30.9,13.399891028829094,11
13.0,Texas,2022,0.4456076730917048,0.013306202230028461,22.6,10.204736627255611,14
14.0,Texas,2019,0.4456066854536076,-0.02000448834466811,33.8,14.76020824773529,12
14.0,Texas,2021,0.4456066854536076,0.02154349067063829,30.9,14.065884215765548,11
14.0,Texas,2022,0.4456066854536076,-0.06854132524514588,22.6,9.380451206896163,14
15.0,Texas,2019,0.4456199330721418,-0.20774024662422744,33.8,11.93297975369714,13
15.0,Texas,2021,0.4456199330721418,-0.1648371851933426,30.9,11.499904607029162,11
15.0,Texas,2022,0.4456199330721418,-0.0365497962238095,22.6,9.702917106346977,14
16.0,Texas,2019,0.4456068729645021,0.0066822047189880095,33.8,15.162156414807757,11
16.0,Texas,2021,0.4456068729645021,-0.2781069127429167,30.9,9.939928105924166,11
16.0,Texas,2022,0.4456068729645021,0.08470488895300292,22.6,10.923754152617805,14
17.0,Texas,2019,0.2228038311655331,-0.02875643479297715,33.8,7.314211411517262,13
17.0,Texas,2021,0.2228038311655331,-0.11640798191231687,30.9,6.083211522652124,11
17.0,Texas,2022,0.2228038311655331,-0.13919325972926475,22.6,4.334477495534804,14
18.0,Texas,2019,0.2228097702811223,-0.18180220925627952,33.8,6.161823208844398,14
18.0,Texas,2021,0.2228097702811223,0.007458180332866795,30.9,6.936170144989129,10
18.0,Texas,2022,0.2228097702811223,0.05458380682308345,22.6,5.3103576117340054,14
19.0,Texas,2019,0.4456195880266477,-0.17824955848899057,33.8,12.377157550391592,14
19.0,Texas,2021,0.4456195880266477,0.042863670057561365,30.9,14.359862801687358,10
19.0,Texas,2022,0.4456195880266477,-0.0025582729362696338,22.6,10.045238315780843,14
20.0,Texas,2019,2.2280993525702235,-0.21669146371443027,33.8,58.990776398548526,14
20.0,Texas,2021,2.2280993525702235,-0.08096569084675584,30.9,63.273922250717725,10
20.0,Texas,2022,2.2280993525702235,0.05472560780608002,22.6,53.11075583195836,14
21.0,Texas,2019,1.336859443280924,-0.26471381191733967,33.8,33.22453080096902,13
21.0,Texas,2021,1.336859443280924,-0.12873391888342609,30.9,35.9910929038676,11
21.0,Texas,2022,1.336859443280924,-0.05408988045559595,22.6,28.57880459325909,14
22.0,Texas,2019,0.2228099811225569,-0.21379820394068214,33.8,5.920867928041196,13
22.0,Texas,2021,0.2228099811225569,-0.20190226361509295,30.9,5.494765974756385,11
22.0,Texas,2022,0.2228099811225569,0.03895609456776771,22.6,5.2316692046825,14
23.0,Texas,2019,0.668425204609672,-0.07758673470850684,33.8,20.8398725148454,13
23.0,Texas,2021,0.668425204609672,0.24028737257737884,30.9,25.617315630405656,10
23.0,Texas,2022,0.668425204609672,0.2551348512002203,22.6,18.96058119581297,14
24.0,Texas,2019,0.2228135482374958,0.027391612178455885,33.8,7.737386844215595,13
24.0,Texas,2021,0.2228135482374958,-0.1297860187958302,30.9,5.9913698647295375,11
24.0,Texas,2022,0.2228135482374958,-0.09104321622453353,22.6,4.57713022783872,14
25.0,Texas,2019,0.2228135694083278,-0.005768293621170141,33.8,7.4876570577213455,13
25.0,Texas,2021,0.2228135694083278,-0.09665144573069087,30.9,6.219499958114856,11
25.0,Texas,2022,0.2228135694083278,-0.07520509642209756,22.6,4.656884887672195,14
26.0,Texas,2019,0.2228005150236032,0.07339105970454933,33.8,8.083340335227982,13
26.0,Texas,2021,0.2228005150236032,0.19876776515431713,30.9,8.252959732025339,11
26.0,Texas,2022,0.2228005150236032,-0.1997571903086165,22.6,4.029455929235767,14
27.0,Texas,2019,0.2228034488024081,0.3021045320227636,33.8,9.805832258734005,13
27.0,Texas,2021,0.2228034488024081,-0.04457357702546418,30.9,6.577754135374354,12
27.0,Texas,2022,0.2228034488024081,-0.7851391227343729,22.6,1.0819014249653336,14
28.0,Texas,2019,0.2228005007377032,0.10978900676529535,33.8,8.357440269013104,13
28.0,Texas,2021,0.2228005007377032,0.2256851568332044,30.9,8.438272940696534,11
28.0,Texas,2022,0.2228005007377032,-0.15310849499367254,22.6,4.26434544132172,14
29.0,Texas,2019,0.2228029069768876,0.19860018021993628,33.8,9.026344230613581,10
29.0,Texas,2021,0.2228029069768876,-0.2701116529384945,30.9,5.024996485760239,12
29.0,Texas,2022,0.2228029069768876,-0.05822421905999452,22.6,4.742166626733275,14
30.0,Texas,2019,0.4456058709024368,0.24455691935919344,33.8,18.7448672039283,10
30.0,Texas,2021,0.4456058709024368,-0.23549236359412168,30.9,10.526674915985131,12
30.0,Texas,2022,0.4456058709024368,-0.13430059316660284,22.6,8.718192681550848,14
31.0,Texas,2019,0.4456057165078042,0.24572631932368555,33.8,18.762473595406288,11
31.0,Texas,2021,0.4456057165078042,-0.09003880487023305,30.9,12.529452829818014,12
31.0,Texas,2022,0.4456057165078042,0.010546354273835887,22.6,10.17689824908825,14
32.0,Texas,2019,2.4508065903820357,0.27980715277678697,33.8,106.01572139018752,13
32.0,Texas,2021,2.4508065903820357,0.13196976246655465,30.9,85.72398367755618,11
32.0,Texas,2022,2.4508065903820357,-0.11134231854505619,22.6,49.221175112056756,14
33.0,Texas,2019,1.5596270144541824,-0.19304123844614535,33.8,42.53914832156204,13
33.0,Texas,2021,1.5596270144541824,-0.24673810720328257,30.9,36.30155474620771,12
33.0,Texas,2022,1.5596270144541824,-0.20873026085766686,22.6,27.890335936034827,14
34.0,Texas,2019,0.2228015013769651,-0.07173103252627583,33.8,6.990506523655933,12
34.0,Texas,2021,0.2228015013769651,-0.023603388501919353,30.9,6.722067297317649,11
34.0,Texas,2022,0.2228015013769651,0.2510628073155276,22.6,6.299493982381237,14
35.0,Texas,2019,1.5596036532897637,0.17976286637078773,33.8,62.190731702572954,13
35.0,Texas,2021,1.5596036532897637,0.19886324246788303,30.9,57.77532112590462,11
35.0,Texas,2022,1.5596036532897637,-0.19111377880969707,22.6,28.510847068009753,14
36.0,Texas,2019,0.4456076418007903,-0.08824859322696291,33.8,13.732378726687191,13
36.0,Texas,2021,0.4456076418007903,-0.2438791781906338,30.9,10.41123638437907,11
36.0,Texas,2022,0.4456076418007903,-0.1445803583759079,22.6,8.61470256114467,14
37.0,Texas,2019,0.2228037732361814,-0.15559107153864582,33.8,6.359047345044253,13
37.0,Texas,2021,0.2228037732361814,-0.31890997836882806,30.9,4.689057286047769,11
37.0,Texas,2022,0.2228037732361814,-0.09126391322936701,22.6,4.5758181355893655,14
38.0,Texas,2019,1.559603519793074,0.05919129197252313,33.8,55.834844187794786,14
38.0,Texas,2021,1.559603519793074,0.16998385427028176,30.9,56.38356796012885,11
38.0,Texas,2022,1.559603519793074,-0.2547490223191383,22.6,26.267890682998814,14
39.0,Texas,2019,6.906918986223472,-0.10786598545033746,33.8,208.2721308811905,13
39.0,Texas,2021,6.906918986223472,-0.28520733072728965,30.9,152.55376531114285,11
39.0,Texas,2022,6.906918986223472,-0.07675110168099812,22.6,144.11580079269285,14
40.0,Texas,2019,15.373714194082718,0.09627159811975439,33.8,569.6572985261193,14
40.0,Texas,2021,15.373714194082718,-0.036210985121750805,30.9,457.8458209163634,11
40.0,Texas,2022,15.373714194082718,0.038486271543057726,22.6,360.81783960990293,14
41.0,Texas,2019,13.368515747310726,0.1041837212651175,33.8,498.9318543392025,13
41.0,Texas,2021,13.368515747310726,0.22103632690012195,30.9,504.39439995386425,10
41.0,Texas,2022,13.368515747310726,0.28160583794670196,22.6,387.20959287745006,14
42.0,Texas,2019,0.2228084980453376,0.0216060348215554,33.8,7.693640709987354,12
42.0,Texas,2021,0.2228084980453376,0.12293084092566883,30.9,7.731134702930977,10
42.0,Texas,2022,0.2228084980453376,0.34543114508685624,22.6,6.774880934120998,14
43.0,Texas,2019,0.4456169986803578,0.06376129117857227,33.8,16.022217849392007,12
43.0,Texas,2021,0.4456169986803578,0.1430234173192242,30.9,15.738935537597206,10
43.0,Texas,2022,0.4456169986803578,0.35685643078406165,22.6,13.66482536137068,14
44.0,Texas,2019,0.2228063041195171,-0.1330864725122892,33.8,6.528598407915357,13
44.0,Texas,2021,0.2228063041195171,-0.24517917223726438,30.9,5.196726122203116,11
44.0,Texas,2022,0.2228063041195171,0.0604115748893191,22.6,5.339620274934193,14
45.0,Texas,2019,16.933352977482084,0.16415598612804153,33.8,666.3015711076744,14
45.0,Texas,2021,16.933352977482084,0.13997319031910574,30.9,596.4802640710791,10
45.0,Texas,2022,16.933352977482084,0.10277578744302646,22.6,422.0254316017336,14
46.0,Texas,2019,26.291252383042245,0.3084024247492409,33.8,1162.7043968271355,13
46.0,Texas,2021,26.291252383042245,0.2478775641763314,30.9,1013.775357071484,10
46.0,Texas,2022,26.291252383042245,0.0787641744772072,22.6,640.9825825089971,14
47.0,Texas,2019,9.580764048678336,0.2965620113873259,33.8,419.86544904866355,12
47.0,Texas,2021,9.580764048678336,-0.02030493196018184,30.9,290.03442315419,10
47.0,Texas,2022,9.580764048678336,0.25085619576431206,22.6,270.84197239206316,14
48.0,Texas,2019,0.2228085174407531,0.10989028590276582,33.8,8.358503708387442,12
48.0,Texas,2021,0.2228085174407531,0.23504628152319182,30.9,8.503025876568127,9
48.0,Texas,2022,0.2228085174407531,0.3923234755780256,22.6,7.011006564247822,14
49.0,Texas,2019,2.228085095851111,0.09312796036757365,33.8,82.32267553273529,12
49.0,Texas,2021,2.228085095851111,0.11319538696491288,30.9,76.64108615942204,10
49.0,Texas,2022,2.228085095851111,0.2937305142099234,22.6,65.1454418947517,14
50.0,Texas,2019,0.8912344318020861,0.060998145232878456,33.8,31.961215073907574,14
50.0,Texas,2021,0.8912344318020861,0.10791465130350311,30.9,30.511021058456233,10
50.0,Texas,2022,0.8912344318020861,0.3089529861926564,22.6,26.36479774245426,14
51.0,Texas,2019,0.2228070900800435,-0.006045889640835781,33.8,7.485348777475164,13
51.0,Texas,2021,0.2228070900800435,0.1929941520237279,30.9,8.2134534647929,10
51.0,Texas,2022,0.2228070900800435,0.023574725930631618,22.6,5.1541493593082555,14
52.0,Texas,2019,0.2228071133095374,0.04510105191315399,33.8,7.870531059081341,13
52.0,Texas,2021,0.2228071133095374,0.14373872681321448,30.9,7.874343534738757,9
52.0,Texas,2022,0.2228071133095374,0.06275765512124226,22.6,5.351453215444998,14
53.0,Texas,2019,0.2228136671706183,0.21203257945705611,33.8,9.127940923057258,14
53.0,Texas,2021,0.2228136671706183,0.1619770631847148,30.9,8.000145052044644,10
53.0,Texas,2022,0.2228136671706183,0.07461018485398166,22.6,5.411295095096384,13
54.0,Texas,2019,0.222807158778963,0.15106884921067287,33.8,8.6685636389841,13
54.0,Texas,2021,0.222807158778963,-0.026202183941775602,30.9,6.704345950791749,10
54.0,Texas,2022,0.222807158778963,0.05692560105275644,22.6,5.322087338775661,14
55.0,Texas,2019,0.2228073016414618,0.2694159235026243,33.8,9.559827616279751,12
55.0,Texas,2021,0.2228073016414618,0.23432720086505981,30.9,8.498028790692741,10
55.0,Texas,2022,0.2228073016414618,0.1673533659147049,22.6,5.878143689586656,14
56.0,Texas,2019,1.3368378990415362,0.03111037303084811,33.8,46.59084695697228,13
56.0,Texas,2021,1.3368378990415362,-0.0025255704536937436,30.9,41.20396408093826,10
56.0,Texas,2022,1.3368378990415362,0.19802512588325533,22.6,36.195377865635194,14
57.0,Texas,2019,1.5596591307728818,0.32220689586288687,33.8,69.7020915571356,12
57.0,Texas,2021,1.5596591307728818,0.15727907026569096,30.9,55.7732908456801,9
57.0,Texas,2022,1.5596591307728818,0.3547129231871641,22.6,47.75132259308234,14
58.0,Texas,2019,0.2228062627600767,0.09260736567449798,33.8,8.228264016780278,13
58.0,Texas,2021,0.2228062627600767,-0.027216608639703606,30.9,6.697334965835476,10
58.0,Texas,2022,0.2228062627600767,0.10197575328846081,22.6,5.548912442878744,14
59.0,Texas,2019,2.673686541909193,0.2597787239651337,33.8,113.84696559766004,12
59.0,Texas,2021,2.673686541909193,0.05409762648958903,30.9,87.08629310813238,10
